appid,name,price_usd,release_year,short_desc,developers,publishers,genres_official,user_tags,review_summary,review_count,avg_playtime,med_playtime
2754660,Deal of the Dead Final Cut,2.99,2024,"Deal of the Dead: Final Cut is a Solitaire-style, survival horror, card game rendered in a unique, hand-drawn, art style. Fight your way through randomly shuffled decks of cards and escape from a zombie-infested city set in a post-apocalyptic world.",Snarkle Studios,Snarkle Studios,Indie,Casual|Strategy|Card Game|Card Battler|Dungeon Crawler|Solitaire|2.5D|Hand-drawn|Comic Book|Horror|Gore|Violent|Indie|Survival Horror|Zombies|Combat|Singleplayer,Mixed,25,0,0
2754330,白昼梦 心象病院 - 设定集&前传漫画,0.0,2024,本DLC为【白昼梦·心象病院】设定集与前日谈漫画，包含世界观与人物设定与游戏前传。,林檎树,Eternal Dream,Adventure|Indie|RPG|Free To Play,Adventure|RPG|Atmospheric|Psychological Horror|Emotional|Pixel Graphics|Story Rich|Puzzle|Mystery|Surreal|Futuristic|Psychological|2D|Indie|Horror|JRPG|Drama|Multiple Endings|Singleplayer|Free to Play,1 user reviews,,0,0
2754310,白昼梦 心象病院 - 流程攻略书,0.0,2024,本DLC为【白昼梦·心象病院】游戏攻略，包含游戏成就与结局获取，谜题提示。,林檎树,Eternal Dream,Adventure|Indie|RPG|Free To Play,Adventure|Atmospheric|RPG|Psychological Horror|Emotional|Pixel Graphics|Story Rich|Puzzle|Mystery|Surreal|Futuristic|Psychological|2D|Horror|JRPG|Drama|Multiple Endings|Singleplayer|Indie|Free to Play,2 user reviews,,0,0
2754320,白昼梦 心象病院 - 番外小说&表情包,4.99,2024,本DLC为【白昼梦·心象病院】番外小说《幽灵骨髓泡芙塔》与表情包。,林檎树,Eternal Dream,Adventure|Indie|RPG|Free To Play,Adventure|Atmospheric|RPG|Psychological Horror|Emotional|Pixel Graphics|Story Rich|Puzzle|Mystery|Surreal|Futuristic|Psychological|2D|Horror|JRPG|Drama|Multiple Endings|Singleplayer|Indie|Free to Play,1 user reviews,,0,0
2754480,Exitus,,soon,"You woke up, and you have no idea where you are. What a coincidence, you don't remember anything at all; could you have been kidnapped? There is only one way to find out.",Lamnidae Games,Lamnidae Games,Indie,Adventure|Interactive Fiction|Exploration|3D|Sci-fi|Indie|Thriller|Surreal|Mystery|Psychological Horror|Linear|Singleplayer,,,0,0
2754500,Whispering Lane Demo,0.0,2024,"Uncover the dark secrets of the abandoned house on Whispering Lane in this psychological horror game. Navigate through perilous twists, where each turn reveals a blend of horror and mystery. Can you unearth the truth before darkness consumes you?",Airem,Airem,Action|Adventure|Casual|Indie,Action|Adventure|Casual|Action-Adventure|Walking Simulator|Exploration|FPS|3D|Abstract|Cinematic|Noir|First-Person|Psychedelic|Realistic|Demons|Alternate History|Horror|Psychological Horror|Lovecraftian|Atmospheric,4 user reviews,,0,0
2754490,Whispering Lane,4.99,2024,"Uncover the dark secrets of the abandoned house on Whispering Lane in this psychological horror game. Navigate through perilous twists, where each turn reveals a blend of horror and mystery. Can you unearth the truth before darkness consumes you?",Airem,Airem,Action|Adventure|Casual|Indie,Adventure|Horror|Survival Horror|Psychological Horror|Action|Atmospheric|Walking Simulator|Psychological|Exploration|Puzzle|Interactive Fiction|Action-Adventure|FPS|3D|Abstract|Cinematic|First-Person|Realistic|1990's|Soundtrack,Mixed,62,0,0
2753660,死亡边缘Edge of Death,4.99,2024,"Edge Of DeathIt is a first-person horror survival adventure game. Players will experience various illusions between life and death with the protagonist, and experience a journey to the edge of death.",AURORA STUDIO,AURORA STUDIO,Action|Adventure|Indie|RPG|Simulation,Exploration|FPS|Dungeon Crawler|Puzzle|RPG|PvE|Lovecraftian|Walking Simulator|Action-Adventure|3D|First-Person|Retro|Noir|Psychological Horror|Survival Horror|Horror|Surreal|Story Rich|Sci-fi|Shooter,6 user reviews,,0,0
2753720,False Dream | 偽夢,1.99,2024,"You find yourself trapped in a dream. If you capture anomalies in the dream with a camera, you might be able to escape.",TenkaiGames,TenkaiGames,Indie,Walking Simulator|Hidden Object|Horror|Casual|3D|First-Person|Indie|Psychological Horror|Realistic|Singleplayer|Perma Death,Very Positive,390,0,0
2753800,Jar Head Cauldron,,2025,Fight monsters from the other side using magical items and weapons crafted in world in order to succeed. Use “In World Crafting” to upgrade weapons and solve puzzles in order to help save your dismembered brothers and sisters by completing the necromantic ritual before their souls are lost forever.,Valkoinen,Valkoinen,Action|Adventure|Casual,Adventure|3D Fighter|Action-Adventure|Puzzle|FPS|3D|First-Person|Horror|Zombies|Combat|Casual|PvE|Singleplayer|Interactive Fiction|Exploration|Crafting|Fantasy|Lovecraftian|Steampunk|Supernatural,,,0,0
2753170,"Facing Zombie,and 4 Walls",,announced,"This is a post apocalyptic Zombie land where no where is Safe.The only Safe place :SafetyHouse ,is unfortunately,has a Best-before DateLucas can’t stay in SafetyHouse for too long before he had to find another One.He might Encounter Dangerous Zombies,and Stranger Survivors.Good luck.",WEN QING,WEN QING,Action|Adventure|Indie,Action|Adventure|Action-Adventure|Beat 'em up|Life Sim|Shooter|Hero Shooter|Shoot 'Em Up|3D|Realistic|Third Person|Atmospheric|Dark Comedy|Dark Humor|Horror|Mystery|Philosophical|Post-apocalyptic|Psychological|Simulation,,,0,0
2753180,Feeling Death,,2025,A Game Where You're Killed for Becoming a Couple.,SYUPRO-DX,room6,Adventure|Indie,Adventure|Visual Novel|Mystery|Story Rich|Choose Your Own Adventure|Pixel Graphics|2D|Exploration|Psychological Horror|Thriller|Drama|Indie|Horror|Retro|Psychological|Detective|Singleplayer,,,0,0
2753200,My Grandparent's House,4.99,2024,A first-person survival horror experience where you must play as a ten years old boy exploring a horrifying house and unraveling the mystery that lies within.,Javier González,Javier González,Adventure|Indie,Adventure|Puzzle|Walking Simulator|Exploration|Roguelite|3D|First-Person|Investigation|Horror|Psychological Horror|Dark|Indie|Narration|Stealth|Perma Death|Singleplayer|Survival Horror,7 user reviews,,0,0
2753280,小夜怪奇物语追加章节：十四到二十章,1.99,2024,该DLC可以为您解锁追加章节：十四到二十章。 你可以在这些章节里见到小夜的更多后宫，享受与老婆们贴贴的快乐体验！,漠然旅者,漠然旅者,Adventure|Indie,Adventure|Indie|Interactive Fiction|Word Game|Text-Based|Psychological Horror|Horror|Dating Sim|Immersive Sim|CRPG|Choose Your Own Adventure|LGBTQ+|Otome|Romance|Clicker|FPS|Singleplayer,,,0,0
2753360,The Paper Trials Chapter 3,,soon,A first-person horror maze game. Hiding &amp; Standing still is Death. Run or you are DEAD. Trapped in a realm of nightmarish mazes with your only hope of survival is to find all of the pages to the mysterious book and ESCAPE!,Tyler L,,Action|Adventure|Casual|Indie|Free To Play,Action|Dark Humor|Casual|Arcade|Runner|Singleplayer|Hand-drawn|Free to Play|Linear|Action-Adventure|Dark|Indie|Difficult|First-Person|Horror|Adventure|Psychological Horror|Survival|Survival Horror,,,0,0
2753370,Mage Hunt: Spellshifter,,soon,"Dark fantasy action rpg, rogue/souls inspired, with both unique, story driven and proceduraly generated, living, changing world, clash of magic and technology - mage punk, horror themed, slay hordes of dreadful creatures, knockdown the tallest of giants, hunt mutated mages, become the nightmare.",Krzysztof Moskaluk,Krzysztof Moskaluk,Action|RPG,Dark Fantasy|Action|Souls-like|RPG|Roguelite|Action RPG|Difficult|Horror|Adventure|Hack and Slash|3D Platformer|Atmospheric|Violent|Third Person|Story Rich|Lore-Rich|Procedural Generation|Character Customization|Open World|Dark,,,0,0
2753460,Echoes Of Horror: The Haunted Exhibit,,soon,"Today just isn't Billy's day. Step into his world and follow him down a rabbit hole where reality twists, memories blur, and the truth hides in plain sight. One question lingers, are the voices real, or is it all in your mind? And when the pieces finally come together... will you wish they hadn't?",TheGoodMen GamingStudioLLC|Humza Shakoor|Vejay Fongchoy,TheGoodMen GamingStudio LLC|Humza Shakoor,Action|Adventure|Casual|Indie|RPG|Simulation,RPG|Exploration|Action|Interactive Fiction|First-Person|Horror|Realistic|Adventure|Casual|Simulation|Singleplayer|Action-Adventure|Cinematic|Atmospheric|Comedy|Mystery|Psychological|Psychological Horror|Immersive|Logic,,,0,0
2752660,The Children of The Woods - Lost Tape,0.0,2024,Playable trailer for the upcoming horror found footage movie &quot;The Children of The Woods&quot;,Another Dev Company,Another Dev Company,Action|Adventure|Casual|Indie|Free To Play,Adventure|Action|Simulation|Point & Click|Action-Adventure|Visual Novel|Walking Simulator|Interactive Fiction|3D|First-Person|1990's|Atmospheric|Horror|Detective|Psychological Horror|Investigation|Mystery|Retro|Linear|Narration,Mixed,24,0,0
2752770,JongRo 3_Street,6.89,2024,"&quot;In the year 2024, South Korea has become a wasteland due to the Epsilon virus. South Korea is full of infected people. In this desolate landscape, a man hears a rumor about a path to salvation at Jongno 3-ga Station and decides to head there.&quot;",BlueKim,BlueKim,Action|Adventure|Indie|Simulation|Strategy,Zombies|Survival Horror|Survival|Action-Adventure|Horror|Post-apocalyptic|3D|Choices Matter|Dystopian|Psychological Horror|Exploration|Strategy|Mystery Dungeon|Walking Simulator|Action|First-Person|Realistic|3D Platformer|Logic|Adventure,Mixed,26,0,0
2752840,渔海,0.0,2024,"The protagonist, Fish Xiaoshan, returns from his studies abroad, but finds that his sister has disappeared for no apparent reason. ... He suspects that there is another reason for her disappearance, so he begins to investigate. ... In the face of the many obstacles, what should he choose to do?",二八酱工作室,二八酱工作室,Adventure|Casual|Indie|RPG|Strategy|Early Access|Free To Play,Casual|Adventure|Visual Novel|Puzzle|Clicker|2D|Drama|Horror|Free to Play|RPG|Indie|Early Access|Strategy|Multiple Endings|Singleplayer,Mixed,19,0,0
2752090,SCP: Foundation Simulator,,announced,SCP: Foundation Simulator is a strategic simulation game where the player oversees an organization dedicated to containing and experimenting on supernatural phenomena.,Miracle Bread,Miracle Bread,Action|Indie|Simulation|Strategy,Simulation|Management|Supernatural|Base Building|Horror|3D|Blood|Gore|Colony Sim|Building|Strategy|Action|Top-Down|Immersive Sim|Sci-fi|Singleplayer|Mature|City Builder|Time Manipulation|Violent,,,0,0
2752210,Placeholder (horror game),,announced,"Transfigured is a 2D side-scroller psychological horror game. Humanoid monstrosities stalk you from the dark. Armed with nothing other than a dying flashlight, survival depends on hiding, finding tools, and carefully navigating your surroundings.",Pinecone Studio Inc.,Pinecone Studio Inc.,Action|Adventure|Indie,Adventure|Psychological Horror|Action|Horror|Survival Horror|Puzzle|Hand-drawn|2D|Noir|Stealth|Indie|Atmospheric|Dark|Mystery|Linear|Singleplayer,,,0,0
2752260,生存指南2湖西区 Demo,0.0,2024,,塔克工作室|毛玮欣MAO WEIXIN|DARK STUDIO,塔克工作室|毛玮欣MAO WEIXIN|DARK STUDIO,,Survival Horror|RPG|Zombies|3D|Singleplayer|Action|Story Rich|CRPG|Action RTS|Strategy RPG|Action RPG|Gore|Indie|Hack and Slash|Combat,Positive,22,0,0
2752410,Puppet Master: The Game - Dark Horse Skins,7.79,2024,PUPPET MASTER AND ALL RELATED CHARACTERS AND ELEMENTS ARE OWNED BY © FULL MOON FEATURES,October Games,October Games|Full Moon Features,Action|Indie|Free To Play,Action|Shooter|FPS|Hero Shooter|Third-Person Shooter|3D|First-Person|Third Person|Multiplayer|1980s|1990's|Horror|Atmospheric|Retro|Stealth|Supernatural|Survival Horror|PvP|Fantasy|Zombies,4 user reviews,,0,0
2751920,Redacted:Genome,19.5,2024,"Redacted:Genome is a survival action horror game where the player is given the ability to swap between various arm powers and rifle barrels to fight off enemy mimics in the third or first person. Craft ammo, food, and upgrade your abilities for the greatest chance at survival.",BevMaxGames,BevMaxGames,Action|RPG|Early Access,Early Access|Action|RPG|Survival|Action RPG|Sandbox|Shooter|Exploration|FPS|Third-Person Shooter|3D|Colorful|First-Person|Third Person|Realistic|Atmospheric|Dark|Dystopian|Futuristic|Horror,1 user reviews,,0,0
2751950,The Void Chronicles: One's Desolation,5.89,2024,"One day, Adele tells her daughter Liridona she's set up an arranged marriage with Prince Nathaniel. Everything seems to be going well between the two until Liridona hears something she shouldn't have from the prince. So, can she escape from Nathaniel's grasp or will she succumb to his persistence?",Soul Narrative Games,Aldorlea Games,Indie|RPG|Simulation,RPG|Simulation|Puzzle|Visual Novel|Immersive Sim|2D|Anime|Drama|Emotional|Fantasy|Horror|Indie|Choices Matter|Female Protagonist|Story Rich|Singleplayer,,,0,0
2751020,天启鸟记,0.99,2024,"Ancient Chinese tale set during the fictitious Tianqi era of the Ming Dynasty, where the government madly hunts all birds. Assist common bird Shaohao in solving mysteries to discover the truth behind the madness. Some puzzles utilize computer system functions, posing no real threat to your machine.",照心亭,整个好活,Adventure|Casual|Indie|RPG,Exploration|Puzzle|2D|Cute|Historical|Psychological Horror|Relaxing|Surreal|Multiple Endings|Conversation|Choices Matter|Cartoony|Casual|Abstract|Adventure|Atmospheric|Indie|Singleplayer|RPG,Positive,37,0,0
2751270,Heroine's Claw,4.99,2024,"Dive headfirst into a nightmare in Heroine's Claw a spine-tingling horror game that thrusts players into the heart of an otherworldly terror. In this game, a seemingly innocent family inheritance quickly turns into a nightmarish trap set by a dangerous cult.",SkyPulse Studios,SkyPulse Studios|SkyPulse Publishing,Action|Indie,Action|FPS|Hero Shooter|Shoot 'Em Up|3D|First-Person|Atmospheric|Dark|Horror|Indie|Old School|Violent|Combat|Story Rich|Singleplayer,3 user reviews,,0,0
2750510,AMYGDALA: Prelude Demo,0.0,2024,,MOONLIT JOURNEYS,MOONLIT JOURNEYS,,Action|Adventure|Shooter|Exploration|FPS|3D|First-Person|Atmospheric|Horror|Psychological Horror|Survival Horror|Linear|Moddable|Physics|Singleplayer|Conspiracy|Dark|Indie|Gore|Violent,,,0,0
2750970,Backrooms: Facility Unknown,,soon,"Backrooms: Facility Unknown - Is a co-op horror game about exploration of dangerous facility. Wander around the complex alone or with friends. In any case, your task is to do your job and survive",Triple E Games,Triple E Games,Action|Adventure|Indie|Massively Multiplayer|Early Access,Early Access|Horror|Survival Horror|Psychological Horror|Creature Collector|Adventure|Survival|Atmospheric|Supernatural|Realistic|Action|Mystery|Action-Adventure|Stealth|Exploration|Dungeon Crawler|Inventory Management|Hidden Object|3D|First-Person,,,0,0
2750910,Fragmented World,12.79,2024,Reconnect a fragmented world by switching between two perspectives – one for exploration and another for manipulating the fragmented world. Overcome intermediate levels where you'll need to employ lateral thinking and make decisions. Can you once again unite a decadent and broken world?,Otadanku Productions,Otadanku Productions,Adventure|Indie,Adventure|Puzzle|Horror|Singleplayer|First-Person|Dark|Narration|Psychological Horror|Psychological|Story Rich|Drama|3D|Indie|Emotional|Choose Your Own Adventure|Exploration|Isometric|Linear|Mystery,1 user reviews,,0,0
2750210,You Can Save Everyone,5.89,2024,"You Can Save Everyone is a heartfelt horror meta-puzzle game. Trapped deep within a facility with only a console to communicate with the others inside, decipher the proper methods to control the console, and - just maybe - save everyone. But be careful. The locks aren't just there for you.",Caleb Draper,Caleb Draper,Adventure|Indie|Simulation,Puzzle|Experimental|Time Manipulation|Interactive Fiction|Investigation|Story Rich|Horror|Female Protagonist|Visual Novel|Exploration|Underground|Underwater|Point & Click|Simulation|3D|First-Person|Funny|Multiple Endings|Choose Your Own Adventure|Controller,Positive,29,0,0
2750410,クビトリドオルズ・レトリーバー: 島津怪談01,6.89,2025,少女の首を奪う怪異「クビトリドオルズ」から首を盗み出す謎の仕事。１人でも複数人でも、推理とステルス、探索とクビトリを楽しもう。少女３人と少年１人は、これから始まる全ての怪談を呪うことになる――,727 Not Hound,727 Not Hound,Action|Indie,Action|Action-Adventure|Hidden Object|Exploration|3D|First-Person|1980s|Horror|Survival Horror|Gore|Modern|Indie|Stealth|Multiplayer|Singleplayer,Positive,38,0,0
2749920,The Transylvania Adventure of Simon Quest,,2025,The Transylvania Adventure of Simon Quest (TASQ) is a parody/homage platformer set in a dark 8-bit world. Your vampire-hunting rival robbed you of fame by killing Count Dracula first! Reclaim your glory by resurrecting Dracula piece by piece and slaying the dark count yourself!,Programancer|Retroware,Retroware,Action|Adventure|Indie,Action|Adventure|Action RPG|Action-Adventure|Platformer|Metroidvania|2D Platformer|Side Scroller|2D|Pixel Graphics|1990's|Dark Comedy|Demons|Dog|Gothic|Horror|Old School|Retro|Controller|Multiple Endings,,,0,0
2749250,L.OD,,2025,2D exploratory adventure,丸得基地,丸得基地,Adventure,Adventure|Exploration|2D|Pixel Graphics|Dark|Horror|Psychological Horror|Violent|Story Rich|Singleplayer,,,0,0
2749260,Nanny's Journey,7.79,2024,"Nanny didn't come to knit!Get ready to jump, run, grab everything you can in this dynamic platform game. Use a grappling hook to propel yourself through a hellish level to the surface.",Pixsails,Pixsails,Action|Indie|Early Access,Early Access|Precision Platformer|Psychological Horror|Difficult|Time Attack|Roguelike|Replay Value|Singleplayer|Casual|Soundtrack|Colorful|Funny|Dark Humor|Side Scroller|Score Attack|Platformer|Action|3D|Stylized|Physics,No user reviews,,0,0
2749300,Deathpital,2.99,2024,Survival horror in a scary hospital,ryuukyuushi,Ryuukyuushi Company,Indie,Casual|Interactive Fiction|3D Platformer|FPS|3D|First-Person|Survival Horror|Indie|PvE|Singleplayer,,,0,0
2749500,校园惊魂夜CampusShockNight,0.99,2024,"This game is a psychological horror decryption game, where players need to use a series of props such as lighters, mobile phones, basketball, etc. to find key evidence from the game and piece together a complete storyline.",JackSong Studio,JackSong Studio,Indie|RPG,RPG|Puzzle|Gothic|Philosophical|Psychological|Psychological Horror|Mystery|Thriller|Detective|Indie|Multiple Endings|Conversation|Singleplayer,2 user reviews,,0,0
2748630,Echoes Of Fear: Whispers in the Abyss,2.99,2024,"Embark on a spine-chilling journey, wielding a dimensional camera to unveil occult mysteries. Decrypt ancient runes as you traverse the enigmatic horrors within. Can you escape the abyssal whispers that echo through the darkness?",Michael Lapinski,DarkByte Studios,Indie,Psychological Horror|Exploration|Story Rich|Supernatural|3D|First-Person|Horror|Realistic|Demons|Indie|Mystery|Adventure|Dark|Singleplayer,7 user reviews,,0,0
2748670,In Misery - Episode 1: The Farm,,announced,"Lost on an unfamiliar back road in one of the most remote parts of Missouri, you stop in a small town called Misery for help, but what you find is much worse. In the single-player, exploratory, horror anthology series &quot;In Misery&quot;, your main goal is simple: make it out alive.",Lick Rocks Studios,Lick Rocks Studios,Indie,Action|Action-Adventure|3D|Third Person|Horror|Survival Horror|Thriller|Story Rich|Singleplayer|Indie|Dark|Violent|Jump Scare|Mature|Short,,,0,0
2748700,Upon Dusk,0.0,announced,"Upon Dusk is a free-to-play multiplayer survival game with no micro-transactions, ever. Created by a solo dev and using some assets from the FAB Marketplace. Fight zombies, NPC Bandits, and rival survivors, and make sure to come out on top by any means necessary.",Froggy,Froggy,Action|Adventure|Free To Play,Exploration|PvE|Action-Adventure|3D|Action|Base Building|Open World|Realistic|Adventure|Zombies|Building|Survival Horror|Combat|Singleplayer|Third Person|PvP|Co-op|Local Multiplayer|Multiplayer|Early Access,,,0,0
2748490,Redlight,0.99,2024,"Redlight is a chilling multiplayer first-person horror experience. Traverse a liminal maze alongside friends while being hunted by a relentless AI-driven terror lurking in the shadows. Work together to activate generators, but remember: survival demands stealth when the lights turn red.",Luke Matheson,Luke Matheson,Action|Adventure,Horror|Realistic|Atmospheric|Exploration|Psychological Horror|Dungeon Crawler|Procedural Generation|Action-Adventure|Character Customization|3D|Adventure|First-Person|Action|Stealth|Thriller|Cinematic|Dark|Singleplayer|Multiplayer|Online Co-Op,3 user reviews,,0,0
2747610,Night City,4.99,2024,"&quot;Night City&quot; is a cooperative first-person horror game with survival elements, here you will play as one of the company's clones, and go down into the dungeons to search for resources. Death will be waiting at every step, so work as a team.",Bootur Games,Bootur Games,Action|Adventure|Massively Multiplayer|Early Access,Early Access|Co-op|Exploration|Open World Survival Craft|Hidden Object|Crafting|Survival|Horror|PvE|Action-Adventure|First-Person|Post-apocalyptic|Psychological Horror|Open World|Simulation|Atmospheric|Adventure|Dark|Survival Horror|Stealth,Negative,13,0,0
2747780,Dishwashing Simulator,9.75,2024,"A short, unique survival-farming-base-building-tycoon-horror game where you must survive through washing dishes. Explore mysterious depths, manage resources, and unravel a cryptic narrative. In DWS, a chore becomes a journey to freedom.",Frinky|Frosty,Frinky,Simulation,Simulation|Survival Horror|Immersive Sim|Dungeon Crawler|Building|Sandbox|Exploration|Management|Base Building|Physics|First-Person|Psychological Horror|3D|Procedural Generation|Realistic|Loot|Atmospheric|Horror|Dark|Singleplayer,Very Positive,409,0,0
2747750,Eternity's Echo: Patient Zero Demo,0.0,2025,,Demonsoft Games,Blackburne Games Studio FZ LLC|IndieNext,,Horror|Action|Survival Horror|First-Person|Singleplayer|Adventure|Atmospheric|Psychological Horror|Violent|Story Rich|Puzzle|FPS|Exploration|Shooter|Supernatural|Hero Shooter|Metroidvania|Action-Adventure|Thriller|Female Protagonist,,,0,0
2747990,Unline Demo,0.0,soon,,NoelEm_,NoelEm_,,Exploration|Metroidvania|Action-Adventure|Puzzle|Puzzle Platformer|Hidden Object|PvE|Colorful|Logic|Story Rich|Fantasy|Third Person|3D|Controller|RPG|Action RPG|Action|Drama|Emotional|Nature,,,0,0
2747910,Secret School Demo,0.0,2024,"Uncover the secrets of the school, solve puzzles, and decipher secrets. Boldly explore corridors and rooms, but be on guard - challenges and riddles await at every step. Time waits for no one, the adventure begins!",Nurmukhametov D.R.|Shafigullina A.R.,Nurmukhametov D.R.,,Adventure|Puzzle|Action|Action-Adventure|First-Person|Horror|Singleplayer|Colorful|Stealth|Hidden Object|Psychological Horror|Atmospheric|Multiple Endings|Survival Horror|3D|Survival|Funny|Indie,,,0,0
2746580,Backrooms Media Demo,0.0,2023,"The Backrooms is an Online Co-Op experience with friends, dynamic levels, and proximity voice chat. Every second week new level will be added! Or CREATE your own levels with the in-game level editor! Face the unknown together, communicating strategically in this immersive and chilling adventure.",Patrik Nagy,Patrik Nagy,,Early Access|Co-op|Casual|Multiplayer|Psychological Horror|Horror|Online Co-Op|Survival Horror|First-Person|Exploration|Singleplayer|Level Editor|Escape Room|Survival|Realistic|3D|PvE|Surreal|Atmospheric|Open World,Mixed,452,0,0
2746680,DARKWATCH,,soon,"Your dog is your fiercest ally in this FPS where as agents of Darkwatch you fight against Cthulhu’s invasion of our world! Upgrade weapons and face relentless battles. Together, you and your dog fight through the madness, waging war against Cthulhu’s dark, mind-bending forces.",TimeCrashGames,TimeCrashGames,Action|Adventure|Indie,RPG|Souls-like|Dark Fantasy|Difficult|Action-Adventure|Shooter|First-Person|Singleplayer|Roguelite|Lovecraftian|Mythology|PvE|Horror|Controller|Action|Atmospheric|Adventure|Combat|FPS|Violent,,,0,0
2746100,「怪奇参道」（Kaiki Sando）,3.99,2024,"&quot;Kaiki Sando&quot; is a horror game exploring ancient secrets and yokai in Japan's mountains. Players encounter supernatural events and choose paths at mysterious torii gates, affecting the story.",Kan,Kan,Indie|Simulation,Simulation|Action-Adventure|Exploration|3D|Survival Horror|PvE|Singleplayer|Indie,3 user reviews,,0,0
2746180,The Teleport Demo,0.0,2025,The Teleport is a horror game where we try to escape from a spooky spaceship through the a camera system and the robot.,Emre Abalı,Siksok Gaming,Action|Adventure|Indie,Action|Horror|Thriller|First-Person|Mystery|Action-Adventure|FPS|Choices Matter|Adventure|Indie|Singleplayer,,,0,0
2746420,Mucorales,1.99,2024,"An enthralling RPG Maker horror game that explores a dark and twisted rendition of the classic fairy tale, Red Riding Hood.",LuN,LuN,Adventure|Indie,Horror|Multiple Endings|Interactive Fiction|Psychological Horror|Pixel Graphics|Adventure|Narration|Exploration|Emotional|2D|Dark|Mystery|Indie|Story Rich|Female Protagonist|Linear|Singleplayer,Very Positive,125,0,0
2745610,Matadouro: Grindhouse,7.79,2024,"A brutally difficulty nightmare. A rogue detective infiltrates a cult compound to save a kidnapped woman and discovers a dark labyrinth of inhumane experiments and manmade flesh monsters. A tense and unnerving first person survival horror game, with limited resources, exploration and puzzle solving.",Pulp Games,Pulp Games,Action,Action|Shooter|Horror|Survival Horror|FPS|3D|Atmospheric|Supernatural|Dark|Psychological Horror|Old School|Story Rich|Combat|Linear|PvE|Singleplayer|First-Person|Mystery|Gore|Exploration,3 user reviews,,0,0
2745670,SCP,,announced,"Explore, craft, and survive in a post-apocalyptic world where SCP anomalies roam freely. Brace yourself for nightly assaults as SCP-049's twisted creations close in.",Molance Games,Molance Games,Action|Adventure|Indie|Simulation|Early Access,Early Access|Open World Survival Craft|Survival|Horror|Open World|Crafting|Exploration|Post-apocalyptic|Building|Resource Management|Psychological Horror|Survival Horror|Dystopian|Zombies|Atmospheric|Dark|Supernatural|Action|Sandbox|Adventure,,,0,0
2745790,Folie Fatale - Demo,0.0,2024,"All capture targets are mentally &quot;Jirai&quot;(landmine)!? Meet these eccentric boys, reveal the truth beneath in this Psycho-love-horror VN!",Kanmidoko,346lab Localization,,Female Protagonist|Otome|Visual Novel|Psychological Horror|Choose Your Own Adventure|Thriller|Dating Sim|Anime|Mystery|Multiple Endings|Choices Matter|Simulation|Story Rich|Adventure|2D|Singleplayer|Drama|Atmospheric|Gore|Indie,Very Positive,50,0,0
2745030,The book by the blue,4.99,2024,in this First-person horror game you will be discovering what's going on with missing persons and a corrupt scientist. Find items littered around to access locked doors and secret passages.,Travel oblivion,Travel oblivion,Casual|Indie|Strategy,Casual|Horror|Exploration|Dark|Singleplayer|Linear|3D|Strategy|Indie|Puzzle,2 user reviews,,0,0
2745250,Bad Santa,1.99,2024,Solve puzzles and collect presents all while avoiding the big bad santa. Also watch out for whatever lurks in the basement.,DropoutStudios,DropoutStudios,Action|Adventure|Indie|Strategy,Action|Adventure|Strategy|Arcade|Puzzle|Walking Simulator|Exploration|First-Person|Psychedelic|Dark|Horror|Psychological|Thriller|Indie|Stealth|Singleplayer|Music,5 user reviews,,0,0
2745400,A Christmassy Christmas,1.99,2024,"&quot;Beneath the festive cheer, Santa's wrath draws near. Naughty souls, tremble in fear, for judgment day is finally here.&quot; A Christmassy Christmas is an arena roguelike survival game where Santa disposes of naughty children.",Mitchell O'Brien,Mitchell O'Brien|Big Sauce Games,Action|Casual|Indie,2D|Roguelike|Action Roguelike|Dungeon Crawler|Dark Comedy|Sandbox|PvE|Arcade|Action-Adventure|Cute|Top-Down|Alternate History|Souls-like|Dark Humor|Funny|Parody|Psychological Horror|Relaxing|Runner|Snow,3 user reviews,,0,0
2745420,Grabbers in the Woods,0.0,2024,"A unique first person atmospheric exploration game set in a surreal woods nestled within the confines of a bizarre dream known as the Collective Reverie, a nexus of all dreamers where their individual hopes and fears coalesce into a bizarre nightmare.",Jonathan Hunter Dare (Terrific3D),Jonathan Hunter Dare (Terrific3D),Action|Casual|Indie|Free To Play,Exploration|Collectathon|Hidden Object|Puzzle|Multiple Endings|3D|First-Person|Survival Horror|Surreal|Choices Matter|Controller|Nonlinear|Action|Procedural Generation|Casual|Roguelike|Stylized|Stealth|Atmospheric|Investigation,9 user reviews,,0,0
2744650,The Moon 2044,5.89,2024,Explore a secret NCIS facility and discover its dark secret. Take on the role of the XV-11 unit and face hundreds of enemies in a dark sci-fi shooter inspired by old school hits!,RedKar Devs,RedKar Devs,Action|Adventure|Simulation,Action|Adventure|Action-Adventure|Shooter|Arena Shooter|Hero Shooter|Top-Down Shooter|3D|Realistic|Top-Down|Aliens|Atmospheric|Dark|Futuristic|Horror|Investigation|Military|Mystery|Sci-fi|Survival Horror,Positive,13,0,0
